tag,name,experience,trophies,cardnumber,cardexpiry
#VUJYUJLY,<c8>Reina❤,28724,6891,0626954379378369,2015-11-11
#2VUJQQVGR,我ᴀɢᴜɪʀʀᴇ,115519,6883,0626506293494076,2013-9-12
#8PV2R08L,the snowdog,265668,6864,0626765107575930,2013-9-12
#88ULRRLP,icy❤️MortarFan,21941,6845,0626062822186718,2015-11-11
#9PUUCCY9J,<c4>piro,299697,6843,0626507272064179,2011-10-12
#28YC8C2R,Chief Isma,271330,6834,0626658402832587,2015-11-11
#J9LQGLL8,Seiunsky✨,235059,6821,0626451752358290,2011-10-12
#9RJQ0YG9R,12 Monkeys,148462,6819,0626378480967698,2013-9-12
#YJ2LJU2CR,T8848❤✨TL1808^✨,25508,6803,0626527822548224,2015-11-11
#YLQQGJ2Q,Käfer Noah,235991,6775,0626434104592576,2012-11-12
#L00RCJYG2,Tanzim,173957,6764,0626582585247027,2012-11-12
#2P2LVRG99,valentin2,113237,6750,0626931333078319,2012-11-12
#Y8G9CU2LV,Big Data Trap,192265,6748,0626094652833481,2015-11-11
#2VLPYG0RL,Edgar little,175956,6743,0626187430072719,2011-10-12
#P82YUQ9QY,Moonlightreeey,190281,6726,0626308086152262,2013-9-12
#9YJ08GG08,Self Made❤メロン颯太,157522,6723,0626683496551331,2015-11-11
#P8YQU9LL2,Reincarnation,161718,6721,0626634690485198,2013-9-12
#8UCQYJLP8,so bad,163061,6717,0626495039899741,2013-9-12
#C2QCRP0J,B⭐️AHDH_Sami,89743,6710,0626549850706003,2011-10-12
#828JLGVYC,dark warrior,290315,6700,0626803105406194,2012-11-12
#GL9299QG,KFC,81745,6696,0626552198867941,2012-11-12
#Q2CGJ8JQ,Shorter Wong,84913,6677,0626032404591445,2012-11-12
#92V2VRCVQ,喜羊弟,27606,6674,0626464596500837,2011-10-12
#8QP9UPUPG,王蛇,219526,6665,0626403930868419,2012-11-12
#22R2JCR2C,lord luderich,260594,6663,0626436819011321,2012-11-12
#QRQ9UU9U8,DaspeK❤️(),30159,6658,0626714854128923,2013-9-12
#PV8LRVCJU,ホリグ,134578,6646,0626571000592281,2011-10-12
#829YPQYLG,STD.XDgamerXD,58892,6622,0626266816859368,2011-10-12
#8982QVPQV,⚡Tadeuz⚡,66263,6612,0626425586088679,2015-11-11
#2GC2R2P2Y,HASAAAN(๑˃̵ᴗ˂̵),57713,6608,0626364351318609,2011-10-12
#90PUP92J,Tom,20761,6606,0626434181335535,2011-10-12
#2RUL98URQ,EA Fernando✨,93769,6603,0626602496181576,2011-10-12
#9JC989C2U,•Ąrbisz•,259102,6601,0626743104091144,2012-11-12
#PJC0QVC9U,⌁Mⱥrciⱥήeke☂,260013,6600,0626299794688194,2013-9-12
#2QULVQPRG,ANDRES PARRALES,54123,6600,0626809682577307,2011-10-12
#8RYYCJG20,Stalk ت︎,224336,6600,0626452196670654,2011-10-12
#2UL9YLPL0,ιυcαδあlucas,201922,6593,0626535240757335,2011-10-12
#8C9RQYV2J,Nera,254429,6537,0626143017570328,2013-9-12
#820UJQUYY,el perrito 007,136700,6433,0626432247339020,2013-9-12
#2J9LPRYR,Trish,122588,6393,0626442711421964,2013-9-12
#8282YYRL,Gui,159156,6324,0626981689849805,2012-11-12
#RCYQYPLG,Emix,256365,6135,0626211157921914,2011-10-12
#CLRJ9999,Bigfatsheep,43424,7341,0626989728848043,2011-10-12
#U9PU9LQV,Cory,103953,7095,0626596771548253,2015-11-11
#98YPGGJJ,Wilson,42101,7042,0626235448377222,2012-11-12
#22CCRLQ0R,popbob,137682,7039,0626295108748112,2015-11-11
#88U0V8C,alex,102801,7030,0626099176367502,2011-10-12
#98LLQYJG,Dz I Fresh❤️✨,179104,7027,0626543599729749,2015-11-11
#PQ9C2V8LY,Hunter Dean,85614,7003,0626914504385986,2015-11-11
#PU9Y888V,MikeRoux19,74777,6974,0626886861186837,2015-11-11
#2RL2R0J0C,Dz I Vel,261632,6974,0626393602559745,2011-10-12
#RPUU9RY8,SirFlash,252265,6931,0626996455336688,2013-9-12
#P29Q09C9V,Stav™️⚡️,289933,6865,0626764716710194,2012-11-12
#2PJ988U2,Ted,3677,6851,0626016622858702,2013-9-12
#909UCGUYJ,Ｍｉｃｈａｅｌ™️,53750,6837,0626565752674560,2015-11-11
#82LP8CPJ8,Perfect300,104123,6799,0626285395644439,2015-11-11
#2P8RV9UQ,Dr Karl,130716,6796,0626993613287382,2015-11-11
#2LGUPRCJP,DouggYsTyLe,221458,6775,0626782096803017,2013-9-12
#2V20QJVR,MCurik,220101,6772,0626321334859125,2011-10-12
#2VVL0VJ89,Dz I Legend❤️✨,61463,6765,0626255970171959,2011-10-12
#8UYC22989,StopitsTooBig,32191,6751,0626768947365801,2013-9-12
#LQ9J02P,carti,236095,6740,0626403617394523,2015-11-11
#Q9PGVUY8,nito,136368,6718,0626821838688680,2015-11-11
#2RQ89029J,21L Coronel,13171,6718,0626519105646742,2011-10-12
#288CUPUPP,Matt69,181194,6717,0626692480124005,2013-9-12
#RGP2VC9P,RUMPELSTILTSKIN,235049,6700,0626758168407184,2015-11-11
#QPQVLYJJ,Le Clash,177427,6700,0626156935261093,2013-9-12
#J8QU0QYP,kevin haha,23834,6694,0626688427837063,2012-11-12
#JJVVV8RG,LEGENDRY BDB YT,179133,6673,0626897204347812,2015-11-11
#GQJY00YP,kayden,271497,6666,0626319513819829,2015-11-11
#P8CJYJ02,nick is fat,290064,6648,0626839252067686,2012-11-12
#8YPRCLPQ,Carleo,46640,6644,0626478603443666,2015-11-11
#8CUL88Y08,TickleMyTesla〽️,259229,6630,0626493239190110,2013-9-12
#8CJ2880VR,TTV_Boopis,231392,6619,0626030390471895,2015-11-11
#98RRL0Y2,Taz,290168,6532,0626340488210182,2015-11-11
#2U2JJ098Q,中トロ,187027,6529,0626238787297761,2012-11-12
#9GVYCJPG,Muse Castle Utd,219440,6505,0626750154666451,2013-9-12
#9QLJU0PJ,Gojo,157025,6485,0626896809549228,2013-9-12
#2Q92P0P2,Dilan P.,35891,6478,0626685271853170,2012-11-12
#G9GCGCGG,@우람,28798,6458,0626009344388892,2012-11-12
#GQJYCRQ8,MikeTheSpike,129300,6413,0626158433134699,2011-10-12
#82L2VCV8,DZ I Trash✨,191820,6386,0626687927990612,2012-11-12
#Y92G098C,Dz l GOD⚡LIKE✨,242412,6346,0626774676110111,2015-11-11
#R9QYRY2,Ty,141095,6307,0626827447687682,2015-11-11
#2UVUR2YPP,X-Bow❤️Boss™,148156,6290,0626509504419965,2011-10-12
#8JCRJV9Y,ITACHI,63579,6278,0626351210383619,2012-11-12
#CYQQPUU2,Dz I Berky❤️✨,16667,6240,0626147753795916,2012-11-12
#2CUGV2Y98,ぐら,244136,6170,0626474503468457,2012-11-12
#YYJUJUQG,Boxing96,76168,6154,0626058736920226,2011-10-12
#PY9CULY,taethegreat,290582,5974,0626410321534815,2013-9-12
#8PQG0CPLP,Dz I Suffer✨,243120,5922,0626353798170335,2013-9-12
#9RQ8YRYQL,batan,192411,7308,0626008851049970,2013-9-12
#RL88PYRG,Murr20,44032,7151,0626220339456020,2013-9-12
#9YUYVGVCQ,mohammadreza,297953,7123,0626330066887824,2012-11-12
#2PY2228U9,Sohrob3139,163865,7101,0626101836100750,2012-11-12
#R82Q0L2V,JRGW,59198,7100,0626954554399537,2012-11-12
#J8R89YC8,Hunter,17774,7085,0626679209022594,2013-9-12
#PL02LR2,⚡⚡David⚡⚡,48245,7032,0626779046000488,2011-10-12
#8L08LCP28,Elite Sparky,268720,7021,0626188070773145,2013-9-12
#8CC9JYG2,AdiLero,16406,7003,0626179855846503,2012-11-12
#2VLC20U9V,Matthew✨❤™,40885,6973,0626149176570868,2013-9-12
#9YU9R8J,PEKA™,257515,6933,0626956296027599,2012-11-12
#2VURRCG90,Dam!,257796,6913,0626583662757136,2012-11-12
#QUV8C89,Sean M. 문선,143535,6910,0626633320340344,2012-11-12
#U2QP29R9,✌Alan.d7✌,198289,6906,0626396508614258,2012-11-12
#U2UJQCL0,Josef Almighty,296148,6886,0626826893649261,2011-10-12
#22Y0PU08,Y D E E ⭐️,153571,6857,0626095732092444,2015-11-11
#2VP9LL2JP,jorge545,285697,6855,0626096271738025,2012-11-12
#2J9PJCCJ,Legendary,39724,6811,0626529145920429,2011-10-12
#C0PPG0,Rennegade,49575,6797,0626146794586763,2011-10-12
#PP0UG0CVC,LUCAS,271105,6778,0626193214080050,2011-10-12
#2LPC0LVPG,ZOL-KiluA-DIK,252239,6749,0626284537630794,2015-11-11
#QCJQCJ8G,GG,17914,6744,0626018504245867,2013-9-12
#GYGCJYPL,OscarDaChimp,225778,6743,0626670441994328,2015-11-11
#20YGVQR0R,Thomas,153703,6736,0626103290925011,2015-11-11
#C09PV2RV,Const❤️sk,272233,6730,0626397819159512,2013-9-12
#202U2J08Q,ClashKiller125,299187,6730,0626362506723707,2011-10-12
#9PYJVPPLV,twitch/Exes4,110993,6712,0626802893015217,2011-10-12
#2PR28G2,wicks,14426,6707,0626184884759735,2011-10-12
#LYJLLPQR,Cap,159058,6705,0626738145763677,2012-11-12
#PL8QL08,Meaux,133002,6690,0626033275446669,2011-10-12
#G9GVYLQP,indianboy23,285853,6672,0626644452754616,2012-11-12
#9Y2LCU0UV,Nova I Shoospy,164871,6654,0626299584028874,2011-10-12
#PJ08LLCYV,SebaS,17084,6643,0626216625354986,2015-11-11
#29922Y2CJ,aadesh don,294862,6620,0626942764125404,2013-9-12
#98CP90GJ9,~Slush~,225915,6614,0626802290165391,2012-11-12
#QP022PLJV,Memati｜河马,287817,6600,0626625075171767,2015-11-11
#22UCVR0CL,<c6>Rodrisツ,117582,6600,0626323260153903,2012-11-12
#RC8RP882,MY NAME IS …™,294684,6600,0626887952563736,2012-11-12
#22Y89Q0LU,EA Rodrisツ✨,239861,6600,0626804920669875,2015-11-11
#82UCYLQG,HK I Dez™文易,288918,6584,0626081634884955,2013-9-12
#8UL0P8LQ,SSG | HBG,101095,6411,0626642497347214,2011-10-12
#GY9Y8GLG,The Stig,230111,6251,0626679569804896,2013-9-12
#UR8L82JQ,Max™,50534,7212,0626813766752976,2013-9-12
#2CQG98PP0,OneVENPERS™,197100,7166,0626335366541278,2011-10-12
#2L0V2YQUY,⚡Mauricio R⚡™,241149,7112,0626207969516751,2013-9-12
#J999R29J,OneSηιρєzᴳᵒᵈ,230886,7085,0626957318985459,2012-11-12
#2Q8RJGPVV,B.Alex,225423,7051,0626780343498516,2012-11-12
#Q9GV0Y8Y,Luis❤️Balloon,21651,7029,0626897818549068,2015-11-11
#20L8Y9QY,⭐WEN⭐,79038,7014,0626733119812576,2012-11-12
#298G9YQ02,❤rortiz❤,235232,7011,0626957552070109,2011-10-12
#R9U2J8CR,奈落丨Sʀ.Bᴇᴛᴛᴏ™,44519,6965,0626388588862535,2011-10-12
#9QULGU02,IIAlfaXII,78671,6853,0626907535320741,2013-9-12
#LY00J89PJ,出泥 Aspect,282264,6847,0626528311805174,2011-10-12
#28QJJ8YUR,武士 HUI 熔岩 王,8630,6843,0626256456789850,2012-11-12
#9RG0VPUVY,batan,73583,6814,0626115541106563,2011-10-12
#8P00CJGY,Raymundo,189541,6760,0626151858809135,2012-11-12
#YG2GY9QU,Jefe Maestro,49684,6751,0626706102479710,2012-11-12
#UCC2PLP8,rogerelangelito,114628,6738,0626919993582597,2013-9-12
#P29YGR98,Rycky25m,212355,6733,0626318295732374,2013-9-12
#VCUYGG8J,Trainer Guitar™,149735,6733,0626074159083533,2015-11-11
#98CPJ2PQ,Eddy11,146844,6721,0626034289781604,2011-10-12
#2U0JJQQYY,ForGiveMe™,64694,6713,0626987133084410,2013-9-12
#CL2V9U00,TG I ♠️Jeroo♠️,50380,6709,0626936167485902,2015-11-11
#YP2YJJJ2,Skoogs,3038,6705,0626322774963559,2013-9-12
#8LCYR90LP,TL Ozymandias,294301,6705,0626533015758059,2013-9-12
#2GVLPR28L,anseki,284156,6697,0626241373811433,2013-9-12
#28Y2V0C,ĞĂBŘÎËL❤22,142386,6691,0626378701615639,2015-11-11
#2Y8LPPUG8,Kira❤️BaiT,118931,6677,0626877100688048,2012-11-12
#G2YGPR8R,franker20,131400,6661,0626560401467201,2011-10-12
#80U90RGV,JORGE CEJA,274953,6653,0626864615000174,2011-10-12
#L2UR0Y0J,⚡Master°X™⚡©®,69071,6643,0626698745617386,2015-11-11
#8GLQ9G0RG,Jaime,149946,6641,0626320248963916,2013-9-12
#2Y0PV0VYP,⚡Dark Bait⚡,96115,6606,0626702705802697,2012-11-12
#J9V28UL9,TL Cachito07,225198,6603,0626199228632620,2013-9-12
#8QPYVCL,BABO,72831,6598,0626307987300681,2011-10-12
#92JCC8JUC,Tony,78619,6525,0626227922042190,2012-11-12
#8PCCYQVG,⚡️Sir Alfred⚡️,206109,6515,0626481088740101,2015-11-11
#YLUY9YQ0,⭐julianoxx1717⭐,217838,6508,0626555424659446,2013-9-12
#20RJCRLL9,GalloMuerto,124467,6493,0626034274010696,2012-11-12
#U298CV9U,Akinn,72286,6448,0626655353297851,2012-11-12
#9RGQJ8JUP,✨™Waxy-E I 魔鬼ッ✨,78510,6420,0626028400273087,2012-11-12
#92P8RR8LP,C̸R̸♡︎S̶E̶I̶K̶♡,204157,6417,0626836448135187,2012-11-12
#80U2Q9C9Q,TL JARAMILLO,138309,6380,0626842735262304,2011-10-12
#9V2V2VP,Leo :3,275571,6310,0626486298766614,2015-11-11
#20RGU0LG0,LaTin KinG,180348,6280,0626373008191459,2015-11-11
#2Q9VJQL8U,dios invencible,51322,6273,0626813461987992,2012-11-12
#299VP2C98,TL IVAN,48646,6217,0626732541459097,2012-11-12
#UUQQJ2U0,TL ♡Richard JR♡,154331,6201,0626153494781413,2011-10-12
#80UL9QQLY,TL⚡ADAN♥️LB,231850,6170,0626831280862865,2012-11-12
#8JG820YQG,TL ♡Richard JR♡,26214,6110,0626199558411264,2013-9-12
#8R9YJYRYG,Joel Ar,96435,5870,0626424696591342,2011-10-12
#LLGPYL2G,Carl the Legend,164150,7566,0626659326762876,2012-11-12
#PV2GC0CYP,AKS I BO$$,269067,7096,0626104500227305,2015-11-11
#P0VC8PJR,AGoodName✨,207296,7042,0626345024772645,2012-11-12
#2CQ0LU9V,TimTim,122566,6992,0626416876674930,2013-9-12
#2Y0C2V0JG,Kate,267210,6900,0626032831435232,2011-10-12
#2PURUJPQ,YO-YA,162180,6837,0626501764201068,2013-9-12
#89U2UCQVQ,Lex-Knedel (YT),180958,6824,0626150494407320,2012-11-12
#VGR9CL0G,*L*O*R*D*,252745,6810,0626868393116342,2015-11-11
#20JV0JLGQ,Andrés Fabián ⭐,197932,6803,0626464071735080,2012-11-12
#G8Q8C08,SoRuthlessss✌️,253424,6785,0626670549961682,2011-10-12
#JUUQ99U0,nath ㊗️,243434,6781,0626673050589637,2013-9-12
#J8J0Q20Y,IceJJfish,241765,6770,0626535571364438,2015-11-11
#PC99QUQ,Perga,10095,6756,0626236446303574,2015-11-11
#UG8YP2YU,❤️Josh❤️,73501,6753,0626441001845072,2015-11-11
#29Y8YPVLV,Enrik,292246,6750,0626444725185460,2015-11-11
#8PCGQPV9P,joshL,133272,6749,0626917918566646,2015-11-11
#2LR9YP02G,Art the Legend,67974,6741,0626681535769617,2013-9-12
#28LGJ8RUR,Ktown⚡️iwnl,101299,6727,0626304594797805,2015-11-11
#YU9C2UGL,hamid,82110,6727,0626500474742924,2013-9-12
#PCPGJ8J0,G6MAN95,191077,6715,0626995529943255,2012-11-12
#ULULJC0C,@iLyas ™️,192759,6705,0626600558375540,2012-11-12
#UVL9V8RV,A™️Light難,223925,6694,0626665898702117,2012-11-12
#28LUR080P,S☆R DarkSoldier,150681,6686,0626442361137266,2011-10-12
#PG9CR2RC,Unknōwn⚜️Her0,184870,6669,0626927161051626,2012-11-12
#PY2V22VP8,Alexandra❤Luis,87071,6664,0626353562406519,2013-9-12
#PG0PLRC,Bryce,133440,6644,0626547218573545,2015-11-11
#8QVUVRVRG,<c5>Mrpoison✨,158107,6633,0626140459180475,2013-9-12
#VVQ9GU,-Miami54,75388,6632,0626543559101053,2013-9-12
#2J2LVPY9L,LoveSick,158300,6629,0626603121727502,2012-11-12
#QVQPJCQR,MadGrit,21424,6616,0626189016408150,2012-11-12
#JQGP99VG,Stompz,172522,6608,0626016832326375,2011-10-12
#8V0222YG,L E S ▄︻̷̿┻̿═━一,134023,6602,0626410609918219,2011-10-12
#8QCRLCLG,JMOD,56794,6571,0626228894621292,2013-9-12
#99GJ9LC0P,Shadow12,96098,6571,0626957245894196,2015-11-11
#PCC2V0CV2,ひろすけ,111419,6561,0626173871295514,2013-9-12
#9P2LCUPU,Bryaant,217233,6545,0626344611370061,2013-9-12
#QYJQQV2V,Lupus Arcticus,243581,6544,0626270078962308,2012-11-12
#28JUC20P,Fabi❤Cycle,50772,6523,0626583305783705,2013-9-12
#PYVLQYR8V,en0,167177,6502,0626099884854791,2015-11-11
#8RVQVVV2,AKS I ʍⱭԵԵ,201668,6456,0626883092497794,2015-11-11
#P8C8JRV,Barbarian King,10280,6370,0626216375092794,2011-10-12
#V2PYVG8R,Fernando0535,6537,6286,0626802391710491,2011-10-12
#9L2GV8VUC,Cayden,85681,6254,0626252606141605,2015-11-11
#2JRYRPL8,BL I Zach,223612,6083,0626013341592696,2015-11-11
#2J08RPLQ8,Messiah,265096,6067,0626485255775469,2013-9-12
#9JCVVGU9P,Uchiha Isie,56041,6064,0626559201421715,2015-11-11
#2929RVQQY,The Bo$$,274604,5989,0626885066513613,2011-10-12
#2UGR22RCP,GamingWithCivYT,21655,5346,0626761798643889,2012-11-12
#LQJUP2VUG,Pain,257057,5292,0626231027046734,2012-11-12
#LQ2LRL29,broken™️,235940,7405,0626332174429960,2013-9-12
#8Y9VPLLYC,UA I Okok,165130,7109,0626587953444981,2015-11-11
#2GL2RUJL,UA I Neo,69449,7108,0626542448014139,2012-11-12
#9CUUU99,UA✌️Hirntot✌️,143378,7082,0626318014277040,2015-11-11
#JLCJCUPJ,Kratus,64567,7073,0626952163108257,2011-10-12
#VPC9RRQ,Alexis,274183,7070,0626589747905350,2013-9-12
#8ULGU0QG9,Beta JD,31469,7026,0626136472396015,2012-11-12
#PYR9GLQU0,ᴄʜʀɪs̶ɪs̶ɢᴏᴅ,122727,7017,0626293340917504,2011-10-12
#JUVVY0LU,10 GamefreakTV,133543,7012,0626009138057042,2012-11-12
#YG2UVPPRQ,Smoked,183309,6928,0626230186504624,2013-9-12
#P2CYLRU9,UA I Hyper,205333,6869,0626120800344723,2011-10-12
#2JCGGRPC,Java,48763,6829,0626119488208085,2011-10-12
#8GG92RQUG,Eragon,288458,6808,0626909999225036,2015-11-11
#2G8Q8RCQ8,UA I Nico,243207,6806,0626167651396641,2011-10-12
#2V2PUPJ0,UA l Rob,282370,6797,0626458282076623,2015-11-11
#8Y82QU8JU,UA | HansE,125640,6787,0626426925745458,2013-9-12
#29UJ9Q99,UA I Lime,84966,6760,0626087121646674,2012-11-12
#9LUQPG2Y,UA I Viole,157468,6754,0626260924123445,2013-9-12
#209GRYYL0,CR,16591,6730,0626858557204836,2013-9-12
#GGLRL0,Ulti,127341,6719,0626695041751547,2011-10-12
#CJCR98C,UA I Banana,177809,6694,0626842559162358,2012-11-12
#LCJ92UQJ,UA I Itachi,133648,6675,0626821456145096,2013-9-12
#8YRJ0928,死の天使✨marvッ,140360,6675,0626458714820358,2013-9-12
#2J00PG8U2,Laurell,166139,6673,0626265767299913,2013-9-12
#828L9RJG,UA I Joker,217943,6661,0626772683358160,2013-9-12
#QGLQC2YYG,lciop,231827,6638,0626422321020984,2011-10-12
#C82Q9U,Stavinator,178296,6637,0626675338573010,2011-10-12
#CYYVYRY,UA KÖNIK King,145915,6631,0626001046924579,2011-10-12
#82G9G90Y9,BabeRuth,185594,6628,0626103160677791,2012-11-12
#PU2YY8,⚜️Renox™⚜️,79748,6625,0626401844093074,2015-11-11
#90VRUJLY,UA I Luca,136832,6624,0626654055186538,2011-10-12
#2PCYY2QCP,UA I Walter,57983,6617,0626590276583402,2015-11-11
#PP2GQ88U,UA I Stefan,88436,6605,0626277018960433,2011-10-12
#P0JRRJLYV,UA I Crizzy,296454,6593,0626231217405567,2011-10-12
#2PJQ0U9U,SK Maarc,128195,6585,0626107228666159,2011-10-12
#888ULGY,ShingShangShung,168612,6489,0626669301921660,2015-11-11
#2L0CR9C0,Florian,39608,6486,0626235836394565,2012-11-12
#2CR88V0,IOKNA,84028,6455,0626356951482413,2015-11-11
#892P2JPGY,UA I Okok Jr,7486,6442,0626830698345984,2012-11-12
#9VQQ99Y8,Kagara,88545,6425,0626282859021907,2012-11-12
#8R2U80VY,SS I Greekfreak,112694,6414,0626284816502946,2013-9-12
#89UP8GG8L,Kaikan✨,10404,6406,0626923637469633,2015-11-11
#QYVJGPJY,UA I justforfun,229301,6386,0626307373485070,2012-11-12
#GQVLJ2U9,UA | Noobz,235374,6306,0626418295872749,2011-10-12
#CC2C8PQ,Tobinator,215613,6302,0626973927898868,2015-11-11
#J98092U9,UA✌️Bob✌️,20398,6272,0626703395184008,2015-11-11
#29VQ2G8G,《《LUC!FER》》,267048,6147,0626435605429176,2012-11-12
#90LUGG9GJ,BIG DADDY,256820,5991,0626313373860833,2013-9-12
#9JPQJPU9J,☠️B҉O҉S҉S҉☠️,264410,7313,0626446587478826,2011-10-12
#L8U8RC8G,Big Dervish,255128,7120,0626795904543161,2011-10-12
#2L9VVLUR,LAIZØ™,172645,7107,0626601060738787,2015-11-11
#8YRYV80,Vins,75373,7106,0626017014116931,2015-11-11
#GG8UC0CP,10骗DavideRooney,5855,7097,0626690509408920,2015-11-11
#9YGJG8LP,⚡Itz_MaTTeO ™⚡,7271,7062,0626730553433067,2011-10-12
#9UVJP08QR,⚡Amaterasu⚡,272311,7050,0626338696616117,2015-11-11
#9Q8QUCUC,DCsystem Twitch,205656,7002,0626467886559330,2011-10-12
#CY82QGYV,AKA Leone,90368,6906,0626045998868250,2013-9-12
#2P0PQCVPC,Alperen,94692,6865,0626092825544779,2012-11-12
#2RCPG208L,abdojudo,170877,6855,0626351345558572,2015-11-11
#80V0290C8,왕자 Jean Light✨,30491,6808,0626875243922670,2013-9-12
#Y0C2RQ0U,Don Matteo,149910,6794,0626589707043556,2015-11-11
#GUJ2PLG89,Damp,90864,6788,0626832725369615,2012-11-12
#R99YPV2Y,daviz,194229,6749,0626323306301813,2011-10-12
#UY900V,Soufiane,281397,6721,0626880219001657,2012-11-12
#889982CQY,mosters haunter,141926,6721,0626736996622992,2013-9-12
#P98828PU,Giuslay,47525,6713,0626179787235031,2012-11-12
#VR29JCCG,^-^,8118,6703,0626177653409326,2015-11-11
#PLLC2VG,Maestro Muten,32159,6701,0626589262855816,2012-11-12
#29VGUQL00,WOLF98 KILLER X,94620,6701,0626712675017564,2012-11-12
#2C2C2PGQ,⭐️MATTEO⭐️,198091,6668,0626539925727373,2012-11-12
#9C2YV2RQ,Myod❤️Katrin,209789,6633,0626508727346690,2015-11-11
#8QYYRUUC9,c270868399,46302,6633,0626254814158322,2012-11-12
#GVPVJQR,ナイキ丨Alby✨,93392,6622,0626630916771056,2011-10-12
#8VYJP8Q0,Imhotep.™,118580,6606,0626979958150558,2013-9-12
#2RUJ929U0,꧁ঔৣនᎥℭᎯℜᎥØঔৣ꧂,143871,6606,0626626490878812,2015-11-11
#YC9GR0RGQ,bazaar,114697,6599,0626941838121407,2015-11-11
#RPJG28Q,OS ⚔️⭐MAU⭐⚔️,229419,6590,0626528739937963,2011-10-12
#8P28UP0J8,QLASH Ricky,168565,6569,0626877822744061,2011-10-12
#LP8YG2RP,小野兽roschak,281406,6559,0626145664177588,2013-9-12
#PRCV0JUU,Dreamyboi,52849,6557,0626212713357213,2011-10-12
#2RPQJYQ9,QLASH CriGio,105443,6515,0626892339896080,2012-11-12
#9V0PQY2YG,cremaludo,114209,6515,0626762202599162,2015-11-11
#PPRPJCYV,⚡️ Anto99 ⚡️,170391,6511,0626298650480126,2015-11-11
#2L88CU2V,alexus,51921,6492,0626531875430124,2013-9-12
#20J8VCV2Q,⚡️THOMAS⚡️,64322,6468,0626831074807316,2015-11-11
#UY99QLQU,Cody Travers™,179971,6449,0626780793149197,2011-10-12
#8RRJCVQR,Federico,30104,6431,0626513880411612,2011-10-12
#8Q80QY,Laxaretor,205971,6420,0626101247358070,2012-11-12
#8UQVQ02G,Matt Light,248933,6420,0626804691410558,2015-11-11
#2Y0VLG8RY,⚠️Winston Blu⚠️,142072,6365,0626272519525793,2011-10-12
#2V9LQ2YUG,Kingslayer,18350,6317,0626527664838949,2011-10-12
#PGY2YV2G,TiScafazzO,193021,6312,0626965035935822,2013-9-12
#8P9JYRLL,MonkeyNinjaTsu,280832,6231,0626030302320032,2013-9-12
#89V2YVQQ9,zAkshayy,24838,6179,0626884773444923,2013-9-12
#VC2L0QPU,SHAZiNATOR,297980,6134,0626595225872376,2012-11-12
#LVC20V9L,彡OήeSh͢☢️t AlᎥ彡,77430,7430,0626385310319321,2015-11-11
#8UYPP8CL9,KING AMIR,123423,7142,0626466026902319,2012-11-12
#2QCLLQ2G,Amir,64189,7087,0626163449038991,2012-11-12
#GRY2909Q,majid ss,299816,7062,0626340476394253,2015-11-11
#Q89VPVUP8,.mąđ♡;bøý*,137913,7006,0626425541874023,2013-9-12
#RGJCUQ8R,Nova I Arad™️,115623,6949,0626577982427925,2013-9-12
#Q0CVCRQR,soheil,46729,6907,0626219508375417,2011-10-12
#28Q0YRYU9,Alireza,190063,6896,0626976122821411,2013-9-12
#89RPQ9PP9,Sina❤Lava,294581,6852,0626509472477466,2011-10-12
#YYYJQ9JPR,kilian,27130,6827,0626910229530658,2011-10-12
#VPP9CQV,Mohammadreza,268849,6809,0626799399003376,2013-9-12
#PCVRVLJCU,MK,215833,6803,0626874151089234,2013-9-12
#CQG8R8UV,Emperor,72414,6774,0626320405066107,2011-10-12
#8YQ99CQVC,Arian,890,6745,0626621950612546,2012-11-12
#PC0YY98G,bigbag,72495,6737,0626398591574142,2015-11-11
#Y8LRYYQQY,shadow-fiend,21543,6724,0626384135592659,2012-11-12
#CC2C2VV0,pätron♡go!em,294420,6723,0626105195223061,2015-11-11
#9CUYY8,Mahdi_Royale,248165,6716,0626067849866952,2015-11-11
#YVJR998QC,✌️kingmahdi™✌️,165164,6696,0626595065890801,2011-10-12
#82YYVJYPG,عرشیا,218793,6695,0626782221518662,2013-9-12
#URL0222L,⚡รԋԹԃԾฬբเηԃ⚡,47405,6694,0626237071865911,2012-11-12
#PJLCL9YUQ,The Viper™❄,100190,6666,0626587135258044,2013-9-12
#GJJ2Y098J,★Mamad★B¹★,217783,6662,0626786647528171,2011-10-12
#YLRU2LLYP,5>En3mY,294252,6632,0626931822105607,2011-10-12
#8R8CY9G0,ramin,295298,6609,0626878507552183,2015-11-11
#JQ8C0P,Ehsan_turk,143276,6609,0626243828182527,2013-9-12
#8PGR0RPCU,ERFAN,110434,6608,0626659408571146,2015-11-11
#2JUP20J9,HIDDEN,285200,6607,0626464987924661,2015-11-11
#JVJGJLVC,"I'm loss",252723,6602,0626163562487322,2015-11-11
#28QPY8JRY,GanTzX®,298428,6600,0626914248671741,2015-11-11
#PJ2JVLY29,♥️『CHN』◆Ｔａｋｕ◆✨,129402,6550,0626342574019543,2015-11-11
#RGVRQU,Mr.Maytham™,77976,6519,0626433008764729,2015-11-11
#J9LRGUJ2,Mehran.K,77368,6513,0626311079038597,2015-11-11
#YRRLCVR9Y,STARK,72002,6483,0626044201483825,2015-11-11
#988RL92U,Xx IMMORTALE xX,187073,6457,0626135613069051,2012-11-12
#YL9CCGU2V,javad saeedi,138203,6414,0626508716634122,2015-11-11
