player,credit_card,buy_id,buy_name,buy_cost,buy_stock,date,discount,arenapack_id,chest_name,chest_rarity,chest_unlock_time,chest_num_cards,bundle_gold,bundle_gems,emote_name,emote_path
#82VJQ22VQ,0626308682301800,163,Bejuco De Lira,35.19,6,2019-09-21,21.17,,,,,,,,Emote191,sfx/emotes/emotes_logmas2020_03_dl.ogg
#22VYU02RR,0626068476805719,173,Tall Phacelia,118.49,20,2020-06-15,41.26,82,,,,,,,,
#828200G2P,0626826835972813,108,Pholisma,363.73,21,2020-07-05,47.54,,Tower Chest,Rare,216,106,,,,
#20JYUJGPQ,0626485006908294,123,Poisonwood,293.18,8,2020-09-17,15.71,99,,,,,,,,
#UPRJQQ89,0626915670711152,25,Passionflower,268.68,5,2019-12-08,23.98,,Overflowing Gold Crate,Champion,182,99,,,,
#89V2YVQQ9,0626884773444923,118,Yerba Mansa,156.46,14,2019-03-27,88.75,,,,,,,,Emote150,sfx/emotes/emotes_log_02_Angry_sfx1_dl.ogg
#8QPCGVP2Y,0626552986736886,134,Sendtner's Polyplastia Lichen,247.77,2,2019-08-10,29.51,,Royal Wild Chest,Champion,165,125,,,,
#2PVCG9GQ,0626123816959237,34,Seminole Balsamo,242.83,10,2019-06-18,74.87,,Magical Chest,Common,223,121,,,,
#YGYU8Y8V,0626377105933051,86,Lesser Creeping Rush,467.0,21,2020-02-14,93.66,68,,,,,,,,
#22GYRRYLJ,0626341697926717,67,Tarweed,43.41,15,2021-06-12,66.58,,,,,,7326,31,,
#20YGVQR0R,0626103290925011,92,Inyo Buckwheat,22.4,15,2020-10-25,87.04,,,,,,,,EmoteChronos18,
#VQJ9UUP,0626371928950053,94,Rough Strongbark,245.61,11,2020-06-21,48.44,,,,,,29714,265,,
#8YVGGVC8P,0626406721064916,167,Cutleaf Checkerbloom,212.57,6,2018-11-30,73.94,,,,,,,,Emote136,sfx/emotes/emotes_halloween_01_04_dl.ogg
#LLGPYL2G,0626659326762876,152,False Venus' Looking Glass,261.47,8,2020-12-14,78.5,,Mega Lightning Chest,Common,226,146,,,,
#YLRVGPJP,0626674132267044,173,Tall Phacelia,118.49,20,2019-10-05,92.16,82,,,,,,,,
#2VLPYG0RL,0626187430072719,28,Roundleaf Hawthorn,83.18,26,2019-10-05,7.93,,,,,,67840,504,,
#2V2PUPJ0,0626458282076623,20,Hornwort,306.93,30,2021-06-18,24.57,,,,,,78320,505,,
#99P9VLCR2,0626517571378279,149,Husk Tomato,462.24,18,2021-09-01,94.04,,Common Lightning Chest,Common,183,249,,,,
#QUJR89R,0626919931614254,146,Spiked Saxifrage,321.28,22,2019-03-27,25.7,,,,,,,,Emote103,sfx/emotes/gobccage_emo_arm_01_dl.ogg
#2J888QUGQ,0626419223888716,110,Cottonflower,489.56,3,2019-09-21,8.43,,Draft Chest,Legendary,110,16,,,,
#C9Q2VJ9,0626303016439699,39,Swamp Gentian,375.37,12,2021-09-01,60.44,51,,,,,,,,
#GQPRJCUU,0626473838701558,193,Tube Lichen,50.92,9,2019-06-17,85.58,17,,,,,,,,
#9PRCYU8U,0626735038784208,155,Centranthus,430.05,30,2019-05-09,53.99,7,,,,,,,,
#8PV2R08L,0626765107575930,161,Virginia Creeper,427.42,30,2019-08-22,33.28,,Clan Chest,Champion,173,156,,,,
#8UPY92GVY,0626189222723277,67,Tarweed,43.41,15,2019-05-02,77.17,,,,,,7326,31,,
#LGC80RQP,0626605623090453,1,Nuttall's Ticktrefoil,74.47,4,2020-02-10,85.97,,,,,,3129,574,,
#2L9RJL2Q,0626131359514145,142,Russet Bushwillow,0.08,5,2021-06-01,0.62,,,,,,32106,27,,
#2PPJPULJ,0626736040971486,25,Passionflower,268.68,5,2021-05-20,23.43,,Overflowing Gold Crate,Champion,182,99,,,,
#PP0UG0CVC,0626193214080050,28,Roundleaf Hawthorn,83.18,26,2021-04-26,61.82,,,,,,67840,504,,
#P88L0ULQ,0626399945758175,126,Arctic Cottongrass,174.46,29,2021-03-23,65.42,,Silver Chest,Rare,219,182,,,,
#9CJP9GRY,0626475504615673,51,Northern Marsh Yellowcress,355.77,26,2020-03-25,51.44,,,,,,,,Emote125,sfx/emotes/emotes_miner_01_02_dl.ogg
#2QCR9L9P2,0626162573821743,40,Lesser Bladderwort,32.54,2,2019-10-19,17.86,45,,,,,,,,
#YQV28LYL,0626624073311038,147,Java Aerva,81.16,4,2020-07-03,29.08,,,,,,,,Emote8,sfx/emotes/emotes_goblin_02_01_dl.ogg
#8UL0P8LQ,0626642497347214,161,Virginia Creeper,427.42,30,2021-07-14,90.48,,Clan Chest,Champion,173,156,,,,
#U98PGQP8,0626847841004623,157,Addersmeat,275.94,8,2019-08-27,92.79,,,,,,87101,6,,
#8GG92RQUG,0626909999225036,71,Dipogon,432.6,30,2019-05-06,33.0,,Common Lightning Chest,Common,183,249,,,,
#RV29VYG,0626265019214355,79,Rockledge Spleenwort,134.08,30,2019-08-10,55.88,79,,,,,,,,
#L09YGU9,0626345742305785,30,White Phacelia,462.66,12,2021-08-11,91.21,,,,,,24242,433,,
#2JRP8UYP,0626466607641534,130,Woolly Huckleberry,399.19,9,2018-11-23,37.21,,,,,,21497,77,,
#2CUGV2Y98,0626474503468457,37,Imshaug's Disc Lichen,65.6,24,2021-05-29,97.26,,,,,,93572,148,,
#J8QU0QYP,0626688427837063,190,Nuttall's Milkvetch,310.95,24,2021-06-10,52.2,,,,,,35348,27,,
#R0CG80YG0,0626573731860342,65,Alkali Phacelia,493.57,2,2019-04-04,25.24,83,,,,,,,,
#GUPPRCQ,0626636701508405,178,Slender Passionflower,67.4,21,2020-07-10,4.28,,,,,,,,Emote47,sfx/emotes/emotes_skeleton_01_04_dl.ogg
#P99PJP8Y2,0626088167347631,95,Hemlock Rosette Grass,23.04,24,2020-09-13,59.94,,,,,,,,Emote44,sfx/emotes/emotes_skeleton_01_01_dl.ogg
#JPL8QUG0,0626532968835336,164,Moringa,440.2,19,2021-07-13,17.9,,,,,,78634,61,,
#8GQ0P22RJ,0626717550817533,98,Eltroplectris,183.26,19,2019-03-24,93.37,,Clan Chest,Champion,173,156,,,,
#RPRL02JQ,0626068289668254,6,Leatherstem,441.64,18,2020-01-07,19.54,92,,,,,,,,
#20JLQYG2U,0626862164534619,10,Richardson's Masonhalea Lichen,494.39,17,2019-11-21,69.26,,,,,,,,EmoteChronos10,sfx/emotes/emotes_goldenknight_gorgeous_dl.ogg
#2J9LPRYR,0626442711421964,151,Cork Oak,213.77,14,2019-10-31,16.03,,,,,,,,Emote77,sfx/emotes/emotes_xmas_01_01_dl.ogg
#2CRJGPRY,0626819369064107,35,Stiff Goldenrod,112.94,29,2019-12-30,56.71,,,,,,,,Emote190,sfx/emotes/emotes_logmas2020_02_02_dl.ogg
#QUV8C89,0626633320340344,71,Dipogon,432.6,30,2020-07-17,5.02,,Common Lightning Chest,Common,183,249,,,,
#20P8LJPU9,0626893962397974,194,Rinodina Lichen,358.78,2,2021-05-19,1.44,61,,,,,,,,
#80U2Q9C9Q,0626842735262304,100,Nimblewill,417.17,28,2020-08-25,99.74,,,,,,85813,458,,
#P8YQU9LL2,0626634690485198,154,Arctic Cottongrass,284.31,18,2020-11-22,17.75,,Legendary King's Chest,Legendary,163,51,,,,
#28PUV9PRQ,0626052649930513,92,Inyo Buckwheat,22.4,15,2019-10-12,40.76,,,,,,,,EmoteChronos18,
#GQ20CGP,0626822331592452,156,Nova Scotia Dewberry,217.1,27,2020-10-16,55.47,,Lightning Chest,Common,190,40,,,,
#2LPC0LVPG,0626284537630794,96,Dimple Lichen,304.11,26,2020-01-13,77.98,,,,,,,,Emote162,sfx/emotes/emotes_feb2020_01_sfx2_dl.ogg
#9RJQ0YG9R,0626378480967698,106,Maiden Fern,150.01,22,2020-11-21,13.04,,,,,,,,Emote168,sfx/emotes/emotes_s12_pony_dl.ogg
#22RPYRV99,0626209823056909,71,Dipogon,432.6,30,2021-02-25,16.42,,Common Lightning Chest,Common,183,249,,,,
#99Q8CU,0626245005121350,71,Dipogon,432.6,30,2020-01-29,48.46,,Common Lightning Chest,Common,183,249,,,,
#80C09G8G,0626034260603041,114,Kauai Island-aster,487.41,6,2020-04-21,42.34,,Season Chest,Champion,98,226,,,,
#YYYJQ9JPR,0626910229530658,100,Nimblewill,417.17,28,2021-05-30,88.67,,,,,,85813,458,,
#8GLQ9G0RG,0626320248963916,105,Sargent's Hawthorn,340.3,9,2019-03-30,94.73,17,,,,,,,,
#829QLUVVR,0626321055842458,81,Spotted Joe Pye Weed,349.84,12,2020-04-24,10.52,,,,,,,,Emote131,sfx/emotes/ElixirGolem_Emote_Morph_dl.ogg
#CY82QGYV,0626045998868250,184,Spearleaf Stonecrop,164.02,30,2019-09-14,62.98,,Clan Cards Chest,Epic,32,37,,,,
#80LPYLGC,0626530968421545,15,Entireleaved Thelypody,85.63,7,2019-03-18,41.36,,Plentiful Gold Crate,Rare,107,223,,,,
#YQCL8VRL,0626635640283948,135,Manyflower Flatsedge,208.31,17,2021-03-03,39.96,32,,,,,,,,
#P88L0ULQ,0626399945758175,137,Spotted Calla Lily,415.63,15,2018-11-30,89.32,60,,,,,,,,
#JQGP99VG,0626016832326375,109,Drummond's Mountain-avens,407.45,21,2020-05-19,74.43,50,,,,,,,,
#2G9PQUGY,0626456082042647,140,Foxtail,225.87,2,2019-11-27,35.08,53,,,,,,,,
#9JCVUYP,0626734203027857,33,Baldwin's Beaksedge,154.86,11,2020-04-08,56.88,,,,,,,,Emote4,sfx/emotes/emotes_goblin_01_01_dl.ogg
#CLRJ9999,0626989728848043,27,Big Deervetch,232.43,30,2021-03-14,60.78,,,,,,24688,437,,
#9RCYRP2,0626067307616923,71,Dipogon,432.6,30,2021-07-11,31.46,,Common Lightning Chest,Common,183,249,,,,
#2VU9YGCGV,0626521605099638,99,Alkali Sandmat,268.94,23,2019-10-12,88.54,,Rare Lightning Chest,Common,94,138,,,,
#UPRJQQ89,0626915670711152,107,Common Woolly Sunflower,61.43,1,2021-09-17,44.8,,,,,,83929,402,,
#JU0VG99C,0626898270445480,61,Mediterranean Medick,127.61,20,2020-04-16,3.47,,,,,,66160,535,,
#QJJP0R8L,0626236764299065,124,Fineflower Gilia,72.82,10,2019-06-01,75.03,83,,,,,,,,
#8J8JG0G0,0626482044680662,137,Spotted Calla Lily,415.63,15,2020-05-11,5.28,60,,,,,,,,
#228J02890,0626656601454088,187,Pale Desert-thorn,186.94,17,2020-03-17,27.6,,,,,,29611,316,,
#2LJ82YCVR,0626899568992621,53,Weeping Fern,168.49,26,2019-02-11,84.6,,,,,,36239,421,,
#YL098VV8P,0626374129103407,47,Goat Willow,285.39,25,2021-05-31,56.41,,,,,,46593,63,,
#2CRQQ2CVP,0626228953045482,146,Spiked Saxifrage,321.28,22,2019-05-17,84.67,,,,,,,,Emote103,sfx/emotes/gobccage_emo_arm_01_dl.ogg
#2Y8LPPUG8,0626877100688048,164,Moringa,440.2,19,2020-11-04,37.07,,,,,,78634,61,,
#PLGJU82QC,0626040769362005,42,Waterfall False Buttercup,371.18,19,2020-04-27,48.69,,Legendary Chest,Legendary,149,226,,,,
#PLLC2VG,0626589262855816,168,Gaspé Willow,472.27,16,2019-11-19,7.95,,Silver Chest,Rare,219,182,,,,
#8Y9VPLLYC,0626587953444981,2,Chinese Banyan,288.01,26,2021-07-16,94.65,,,,,,,,Emote206,sfx/emotes/emotes_mortar_01_01_dl.ogg
#2PJ988U2,0626016622858702,200,Dotted Fern,28.57,29,2018-12-15,47.15,,Silver Chest,Rare,219,182,,,,
#9QY0RR29,0626746171106778,28,Roundleaf Hawthorn,83.18,26,2021-08-17,82.84,,,,,,67840,504,,
#8982292LY,0626374587085096,55,Sweet Granadilla,373.39,6,2020-08-10,50.27,,,,,,82176,12,,
#Y2PULV0LV,0626764514742951,54,Bourbon Rose,270.19,4,2020-01-22,18.64,,,,,,15103,440,,
#2LR9YP02G,0626681535769617,139,Kaffir-lily,452.46,10,2021-01-14,87.05,54,,,,,,,,
#P2RUVC9VR,0626978026467838,131,Western Buttercup,9.9,28,2021-06-26,0.77,,Gold Crate,Champion,4,182,,,,
#9UQPRG0RU,0626497166982738,114,Kauai Island-aster,487.41,6,2019-10-09,31.49,,Season Chest,Champion,98,226,,,,
#9UQPRG0RU,0626497166982738,31,Sudetic Lousewort,146.35,7,2019-08-23,29.65,,Silver Chest,Rare,219,182,,,,
#YQV28LYL,0626624073311038,10,Richardson's Masonhalea Lichen,494.39,17,2020-07-25,70.81,,,,,,,,EmoteChronos10,sfx/emotes/emotes_goldenknight_gorgeous_dl.ogg
#28GG9QJPY,0626208930771053,140,Foxtail,225.87,2,2019-05-30,81.38,53,,,,,,,,
#GGL90Q9J,0626688917672541,190,Nuttall's Milkvetch,310.95,24,2021-03-18,19.72,,,,,,35348,27,,
#2V2QJLU2Y,0626818864757686,170,Blackbutt,102.55,13,2020-08-08,37.38,,,,,,58433,108,,
#9YGJG8LP,0626730553433067,35,Stiff Goldenrod,112.94,29,2021-11-01,22.28,,,,,,,,Emote190,sfx/emotes/emotes_logmas2020_02_02_dl.ogg
#YVJR998QC,0626595065890801,5,Soldier's Orchid,304.57,5,2019-07-10,68.77,45,,,,,,,,
#CY82QGYV,0626045998868250,179,Upright Prairie Coneflower,154.4,13,2019-05-11,31.09,,,,,,96223,155,,
#9JPQJPU9J,0626446587478826,10,Richardson's Masonhalea Lichen,494.39,17,2019-01-17,8.84,,,,,,,,EmoteChronos10,sfx/emotes/emotes_goldenknight_gorgeous_dl.ogg
#98YPGGJJ,0626235448377222,177,Orangeflower Lupine,481.88,24,2020-07-06,74.48,92,,,,,,,,
#2RLGQGLC,0626561026268446,159,Purple Sweetroot,398.46,2,2019-03-24,66.68,85,,,,,,,,
#2929RVQQY,0626885066513613,182,Sicklekeel Lupine,242.5,24,2020-08-20,23.49,,Tower Chest,Rare,216,106,,,,
#90VRUJLY,0626654055186538,7,Wright's Indian Mallow,352.66,20,2020-05-15,56.52,,Magical Chest,Common,223,121,,,,
#98G2RCCYY,0626074285590393,127,Creeping Bedgrass,300.22,28,2019-12-17,66.99,,,,,,73357,344,,
#PV8LRVCJU,0626571000592281,19,Ground Nama,176.15,15,2019-02-06,20.06,,,,,,,,Emote57,sfx/emotes/emotes_crl_01_02_dl.ogg
#9PYJVPPLV,0626802893015217,123,Poisonwood,293.18,8,2019-04-28,62.57,99,,,,,,,,
#2VLPYG0RL,0626187430072719,198,Lilac Tasselflower,198.69,3,2021-04-17,25.51,,Golden Chest,Epic,51,254,,,,
#2J9LPRYR,0626442711421964,91,Gyalideopsis Lichen,297.51,29,2021-11-03,35.6,,,,,,50416,42,,
#9UPG92JC,0626283985647714,175,Mago,154.81,20,2019-01-23,73.42,,,,,,,,Emote49,sfx/emotes/emotes_wizard_01_02_dl.ogg
#GL9299QG,0626552198867941,88,Caribbean Snoutbean,215.45,10,2019-12-06,8.66,21,,,,,,,,
#2C90R29P9,0626544678435711,26,Bacury,319.36,6,2019-02-26,71.64,49,,,,,,,,
#PJ8RJPRPR,0626557807985075,13,Vestergrenopsis Lichen,156.98,5,2020-01-31,11.3,,,,,,,,Emote83,sfx/emotes/emotes_hog_02_03_dl.ogg
#UGRV2UJG,0626963038137918,76,Ladder Spleenwort,15.53,2,2020-08-19,16.99,,,,,,,,Emote114,sfx/emotes/emotes_fishSlap_FightingFish_dl.ogg
#CY82QGYV,0626045998868250,175,Mago,154.81,20,2020-09-04,40.45,,,,,,,,Emote49,sfx/emotes/emotes_wizard_01_02_dl.ogg
#2J08RPLQ8,0626485255775469,53,Weeping Fern,168.49,26,2019-07-31,59.02,,,,,,36239,421,,
#89UV8ULY,0626548120001468,141,Dimple Lichen,495.7,14,2020-07-16,20.9,,,,,,82514,344,,
#8088R0VP,0626232050676876,37,Imshaug's Disc Lichen,65.6,24,2020-12-22,79.76,,,,,,93572,148,,
#JPCRVGLY,0626876077251780,37,Imshaug's Disc Lichen,65.6,24,2021-07-21,2.2,,,,,,93572,148,,
#2U2JJ098Q,0626238787297761,23,Common Hawkweed,351.65,28,2020-10-05,74.85,,Fortune Chest,Common,226,171,,,,
#2VC0RUVVR,0626247520934531,51,Northern Marsh Yellowcress,355.77,26,2020-11-07,66.64,,,,,,,,Emote125,sfx/emotes/emotes_miner_01_02_dl.ogg
#8UYL0GGU0,0626825987818253,92,Inyo Buckwheat,22.4,15,2020-12-18,41.16,,,,,,,,EmoteChronos18,
#QCJQCJ8G,0626018504245867,125,Common Goldenstar,60.36,19,2019-06-10,54.49,,,,,,45300,116,,
#QVC8PGUG,0626322977538612,13,Vestergrenopsis Lichen,156.98,5,2021-03-23,63.04,,,,,,,,Emote83,sfx/emotes/emotes_hog_02_03_dl.ogg
#JPL8QUG0,0626532968835336,125,Common Goldenstar,60.36,19,2020-06-01,88.04,,,,,,45300,116,,
#22JYR8PR,0626364219528522,31,Sudetic Lousewort,146.35,7,2021-08-20,9.38,,Silver Chest,Rare,219,182,,,,
#2PURUJPQ,0626501764201068,9,Mackenzie River Dwarf-primrose,6.92,14,2020-08-15,20.06,,,,,,8288,117,,
#2CRJGPRY,0626819369064107,191,American Tarwort,286.81,22,2019-01-23,29.06,,King's Chest,Champion,163,238,,,,
#828L9RJG,0626772683358160,194,Rinodina Lichen,358.78,2,2018-11-28,78.72,61,,,,,,,,
#2L0CR9C0,0626235836394565,197,Asterothyrium Lichen,305.31,3,2019-06-04,19.03,,,,,,,,Emote138,sfx/emotes/emotes_goblin_feast_01_emote1_dl.ogg
#8J8QCGLR,0626984161480289,167,Cutleaf Checkerbloom,212.57,6,2019-03-28,93.52,,,,,,,,Emote136,sfx/emotes/emotes_halloween_01_04_dl.ogg
#CQ8CPPG9,0626563759599674,21,Elko Cryptantha,455.46,27,2020-04-06,32.91,,Epic Lightning Chest,Epic,123,164,,,,
#PCRRYUQ88,0626060276047295,18,Narrowleaf Silverbush,410.3,9,2021-03-22,74.08,,,,,,,,Emote78,sfx/emotes/emotes_xmas_01_02_dl.ogg
#8P0URCRV,0626906212744231,94,Rough Strongbark,245.61,11,2020-05-16,62.32,,,,,,29714,265,,
#2Y20C8U0C,0626187849879936,80,Blue Wild Indigo,452.38,2,2020-02-25,51.22,30,,,,,,,,
#Q9GV0Y8Y,0626897818549068,96,Dimple Lichen,304.11,26,2021-03-15,42.89,,,,,,,,Emote162,sfx/emotes/emotes_feb2020_01_sfx2_dl.ogg
#2YL28LQQJ,0626277687683886,3,Sweet Autumn Virginsbower,110.99,19,2021-09-22,7.67,,,,,,,,Emote42,sfx/emotes/emotes_barbarian_01_03_dl.ogg
#2LYPPG0Y2,0626507653225779,20,Hornwort,306.93,30,2021-01-03,86.6,,,,,,78320,505,,
#QCJQYP0C,0626054264743205,37,Imshaug's Disc Lichen,65.6,24,2018-11-28,89.89,,,,,,93572,148,,
#PJ2JVLY29,0626342574019543,122,Cliff Desertdandelion,364.92,4,2020-06-27,87.53,,King's Chest,Champion,163,238,,,,
#RPRL02JQ,0626068289668254,126,Arctic Cottongrass,174.46,29,2020-06-27,26.94,,Silver Chest,Rare,219,182,,,,
#2CVLVGVRL,0626850520773872,72,Manyflower Saxifrage,206.31,13,2021-10-16,40.15,,King Level Chest,Champion,249,53,,,,
#829YPQYLG,0626266816859368,173,Tall Phacelia,118.49,20,2021-06-17,32.03,82,,,,,,,,
#8PVV28U8,0626273624496771,189,Bigelow's Rubberweed,431.21,24,2020-04-06,95.54,,Magical Chest,Common,223,121,,,,
#GGVRR8V2V,0626821590827476,43,'awiwi,363.56,18,2019-03-13,32.19,,,,,,91872,594,,
#98CPJ2PQ,0626034289781604,138,Frosted Indian Paintbrush,54.9,13,2019-04-16,89.71,,,,,,,,Emote110,sfx/emotes/sfx_3_sneeze_dl.ogg
#2GJC9PR28,0626714784641029,121,Necklace Sedge,495.77,4,2021-09-01,45.96,,Fortune Chest,Common,226,171,,,,
#P0VC8PJR,0626345024772645,134,Sendtner's Polyplastia Lichen,247.77,2,2021-06-28,38.82,,Royal Wild Chest,Champion,165,125,,,,
#82R8VJGGR,0626193067728821,99,Alkali Sandmat,268.94,23,2020-10-06,76.37,,Rare Lightning Chest,Common,94,138,,,,
#892P2JPGY,0626830698345984,78,Melanelia Lichen,465.39,28,2021-03-16,29.48,,Legendary Chest,Legendary,149,226,,,,
#PLGJ0LLJ,0626091846171893,124,Fineflower Gilia,72.82,10,2019-07-03,47.03,83,,,,,,,,
#82LP8CPJ8,0626285395644439,49,Waihanau Lobelia,110.92,30,2020-10-18,17.99,,,,,,78870,151,,
#2UGR22RCP,0626761798643889,155,Centranthus,430.05,30,2019-09-12,1.19,7,,,,,,,,
#LRCPJCGP,0626371189845604,106,Maiden Fern,150.01,22,2021-07-24,32.51,,,,,,,,Emote168,sfx/emotes/emotes_s12_pony_dl.ogg
#2YJLLJYGP,0626904170117888,25,Passionflower,268.68,5,2019-10-11,57.5,,Overflowing Gold Crate,Champion,182,99,,,,
#2QY9CYJVY,0626741490803627,98,Eltroplectris,183.26,19,2019-05-29,57.26,,Clan Chest,Champion,173,156,,,,
#8JCRJV9Y,0626351210383619,44,Bajada Lupine,417.94,19,2020-03-08,10.74,,,,,,,,Emote52,sfx/emotes/emotes_ewiz_01_01_dl.ogg
#2PPRU8QU0,0626398470972235,173,Tall Phacelia,118.49,20,2021-04-05,84.35,82,,,,,,,,
#8CUL88Y08,0626493239190110,119,Early Paspalum,25.0,13,2021-09-08,54.07,,Golden Chest,Epic,51,254,,,,
#G82LPRJG,0626356134006493,17,Greater Showy Stickseed,423.52,16,2020-10-06,45.84,90,,,,,,,,
#2UCLC88U,0626253947257043,72,Manyflower Saxifrage,206.31,13,2020-08-19,74.37,,King Level Chest,Champion,249,53,,,,
#2JJ9Y9GLQ,0626791941529172,67,Tarweed,43.41,15,2019-08-15,94.76,,,,,,7326,31,,
#8VLJPL8L2,0626819987467344,21,Elko Cryptantha,455.46,27,2020-04-16,30.12,,Epic Lightning Chest,Epic,123,164,,,,
#C9C0R0V8,0626303535515003,94,Rough Strongbark,245.61,11,2020-12-20,31.1,,,,,,29714,265,,
#QQCCYJLY,0626387430925953,51,Northern Marsh Yellowcress,355.77,26,2021-05-19,21.37,,,,,,,,Emote125,sfx/emotes/emotes_miner_01_02_dl.ogg
#9PVLCGVQ,0626664577911446,80,Blue Wild Indigo,452.38,2,2019-09-19,51.88,30,,,,,,,,
#8L08LCP28,0626188070773145,149,Husk Tomato,462.24,18,2020-08-02,41.46,,Common Lightning Chest,Common,183,249,,,,
#QYVJGPJY,0626307373485070,49,Waihanau Lobelia,110.92,30,2020-07-24,63.75,,,,,,78870,151,,
#8Y82QU8JU,0626426925745458,146,Spiked Saxifrage,321.28,22,2018-11-26,67.54,,,,,,,,Emote103,sfx/emotes/gobccage_emo_arm_01_dl.ogg
#8P988JLV0,0626244207751643,157,Addersmeat,275.94,8,2021-01-06,73.16,,,,,,87101,6,,
#22U2C2PP0,0626373628257334,160,Wart Lichen,100.85,5,2021-10-07,86.98,,,,,,,,EmoteChronos18,
#2828UJVPG,0626497869306870,71,Dipogon,432.6,30,2020-12-07,40.4,,Common Lightning Chest,Common,183,249,,,,
#2RUJ929U0,0626626490878812,159,Purple Sweetroot,398.46,2,2019-06-18,36.4,85,,,,,,,,
#2UV9020RY,0626511727136699,23,Common Hawkweed,351.65,28,2020-03-03,35.71,,Fortune Chest,Common,226,171,,,,
#98YPGGJJ,0626235448377222,30,White Phacelia,462.66,12,2021-03-29,36.52,,,,,,24242,433,,
#PP0UG0CVC,0626193214080050,151,Cork Oak,213.77,14,2021-06-17,98.73,,,,,,,,Emote77,sfx/emotes/emotes_xmas_01_01_dl.ogg
#J2PVLP8J,0626958223909634,133,Seashore Paspalum,159.53,30,2021-01-22,33.57,13,,,,,,,,
#L00RCJYG2,0626582585247027,68,Quakinggrass,344.85,27,2020-07-17,58.05,5,,,,,,,,
#9JCVUYP,0626734203027857,83,New Mexico Spiny Milkvetch,459.63,8,2020-08-28,60.79,,,,,,65701,10,,
#89RQQV2U9,0626459927908659,126,Arctic Cottongrass,174.46,29,2019-03-20,98.17,,Silver Chest,Rare,219,182,,,,
#9VY020RQV,0626794239311410,59,Fineleaf Fournerved Daisy,117.42,19,2020-04-17,49.93,,Common Lightning Chest,Common,183,249,,,,
#2CQVC0899,0626587122518434,110,Cottonflower,489.56,3,2019-01-13,93.76,,Draft Chest,Legendary,110,16,,,,
#9U22V0P,0626214920411221,25,Passionflower,268.68,5,2021-06-19,44.59,,Overflowing Gold Crate,Champion,182,99,,,,
#PC99QUQ,0626236446303574,28,Roundleaf Hawthorn,83.18,26,2019-11-22,36.37,,,,,,67840,504,,
#VUJYUJLY,0626954379378369,7,Wright's Indian Mallow,352.66,20,2021-07-08,50.43,,Magical Chest,Common,223,121,,,,
#VRYV8QGQ,0626647739837484,157,Addersmeat,275.94,8,2019-10-14,77.02,,,,,,87101,6,,
#J002G8UV,0626018523440374,25,Passionflower,268.68,5,2019-07-29,34.08,,Overflowing Gold Crate,Champion,182,99,,,,
#U2UJQCL0,0626826893649261,73,Sweetroot,76.24,27,2021-05-18,23.22,,,,,,12000,365,,
#RCGPJGYQ,0626234798474986,109,Drummond's Mountain-avens,407.45,21,2019-03-08,82.04,50,,,,,,,,
#PL0G808QU,0626223395027826,100,Nimblewill,417.17,28,2020-11-26,12.97,,,,,,85813,458,,
#8UV990YU,0626943689114341,169,Tobosagrass,262.12,25,2019-11-04,19.77,,,,,,,,Emote150,sfx/emotes/emotes_log_02_Angry_sfx1_dl.ogg
#LVC20V9L,0626385310319321,6,Leatherstem,441.64,18,2021-09-05,28.01,92,,,,,,,,
#PCY2PV8LG,0626241876596671,16,Giant Airplant,105.84,3,2021-11-04,24.63,,,,,,,,Emote81,sfx/emotes/emotes_hog_02_01_dl.ogg
#2G9PQUGY,0626456082042647,39,Swamp Gentian,375.37,12,2019-04-21,44.78,51,,,,,,,,
#8QPYVCL,0626307987300681,110,Cottonflower,489.56,3,2019-11-08,92.75,,Draft Chest,Legendary,110,16,,,,
#P02QYPQ8V,0626142572954729,19,Ground Nama,176.15,15,2020-05-05,74.54,,,,,,,,Emote57,sfx/emotes/emotes_crl_01_02_dl.ogg
#PR009PUL,0626694601977253,195,Flyr's Brickellbush,249.56,19,2020-11-24,0.01,6,,,,,,,,
#PG9CR2RC,0626927161051626,20,Hornwort,306.93,30,2019-10-12,1.79,,,,,,78320,505,,
#8L8VV88C,0626905176109332,186,Whitebark Raspberry,10.82,20,2019-08-11,66.04,,,,,,56924,591,,
#VUUVPJUY,0626684738976609,48,Rockloving Erigeron,489.13,5,2021-05-28,87.67,,,,,,,,Emote20,sfx/emotes/emotes_princess_01_01_dl.ogg
#2JUP20J9,0626464987924661,30,White Phacelia,462.66,12,2019-04-29,69.87,,,,,,24242,433,,
#9RLJ2CG8,0626124930904240,119,Early Paspalum,25.0,13,2020-01-19,38.61,,Golden Chest,Epic,51,254,,,,
#2QCUGCPQ,0626185654487951,171,Roundleaf Bladderpod,157.48,19,2020-05-09,40.5,99,,,,,,,,
#90PUP92J,0626434181335535,124,Fineflower Gilia,72.82,10,2021-08-07,50.57,83,,,,,,,,
#9QLL8QQQ,0626964967244824,138,Frosted Indian Paintbrush,54.9,13,2018-12-06,53.14,,,,,,,,Emote110,sfx/emotes/sfx_3_sneeze_dl.ogg
#2QCR9L9P2,0626162573821743,52,Redmahogany,210.53,4,2020-11-19,30.25,29,,,,,,,,
#8Q80QY,0626101247358070,139,Kaffir-lily,452.46,10,2021-03-01,39.48,54,,,,,,,,
#2PUR2R89L,0626318561893991,115,Miner's Lettuce,258.62,9,2020-05-16,94.4,,,,,,,,Emote113,
